id,area,name,type,summary,address,tel,payex,tw97x,tw97y,totalcar,totalmotor,totalbike,totalbus,Pregnancy_First,Handicap_First,Taxi_OneHR_Free,AED_Equipment,CellSignal_Enhancement,Accessibility_Elevator,Phone_Charge,Child_Pickup_Area,FareInfo,EntranceCoord,type2,ptype,serviceTime,totallargemotor,ChargingStation
TPE0647,大安區,嘟嘟房大安全聯站停車場,2,大型車:0格，小型車:10格(含身心障礙停車位1格)，機車:0格,市民大道4段190號地下1層,2655-0818,"計時：100元/時，全程以半小時計費。月租：8,000/月。",305927.71875,2770785.75000,10,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0648,北投區,巧愛公寓地下室停車場,2,大型車:0格，小型車:16格(含身心障礙停車位1格)，機車:0格,文林北路80巷59弄2號、2-1號地下室,(02)25961521,"月租：6,500元/月",302397.09375,2777676.75000,16,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0649,大安區,泰順街停車場,2,大型車:0格，小型車:5格(含身心障礙停車位1格)，機車:0格,泰順街60巷26號空地,2719-6633,"小型車：月租 全日5,500元",303446.15625,2768360.25000,5,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0650,大安區,168停車聯盟-華視電視台停車場,1,大型車:0格，小型車:98格(含身心障礙停車位1格)，機車:0格,光復南路116巷7號地下1至5層,2754-6661,"小型車：計時 150元/時，停車全程以半小時計；月租 全日15,000元。",306185.5625,2770693.75,98,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,D,24小時,0,0
TPE0651,內湖區,宏達經營管理顧問有限公司港墘停車場,1,大型車:0格，小型車:140格(含身心障礙停車位3格)，機車:203格(含身心障礙停車位4格),港墘路221巷33號地下1-3層,2283-5158,"計時：小型車60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。機車40元/次。月租：小型6,000元/月、機車800元/月。",307981.6562,2774079.5,140,203,0,0,0,3,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0652,中正區,台北花園大酒店機械停車場,1,大型車:0格，小型車:108格(含身心障礙停車位3格)，機車:0格,中華路2段1號,0978-725-027,"小型車：月租 全日4,000元",301188.3125,2769890.75,108,0,0,0,0,3,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0653,北投區,北台國際開發股份有限公司石牌停車場,1,大型車:0格，小型車:29格(含身心障礙停車位1格，孕婦、育有六歲以下兒童停車位1格)，機車:94格(含身心障礙停車位1格),明德路208巷5號地下1至2層,0277152938,"小型車：計時 40元/時，停車全程以半小時計； 計次 300元/次，隔日另計，以0時為基準；月租 全日9,600元。機車：30元/次；月租900元/月。",302702.125,2778401.75,29,94,0,0,1,1,0,0,0,0,0,0,{},{},市屬機關學校委外,D,24小時,0,0
TPE0654,內湖區,洲子立體停車場,1,大型車:0格，小型車:382格(含身心障礙停車位8格，孕婦、育有六歲以下兒童停車位7格)，機車:0格，充電格位:10格,瑞光路513巷22弄2號,0287511380,"小型車：計時 週一~週五40元/時(08時~20時)，週一~週五10元/時(20時~08時)，最高上限50元/日，隔日另計，全程以半小時計，夜間月票1,000元/月(周一至周五15時-翌日上午1時及周六、日與行政機關放假之紀念日、民俗日使用)。",307434,2774700,382,0,31,0,7,8,0,0,0,0,0,0,"{'Holiday': [{'Period': '00~24', 'Fare': '20'}], 'WorkingDay': [{'Period': '00~24', 'Fare': '20'}]}","{'EntrancecoordInfo': [{'Xcod': '25.079708', 'Ycod': '121.569374', 'Address': '洲子街'}]}",本處自營停車場,S,24小時,0,10
TPE0655,松山區,8號停車場,2,大型車:0格，小型車:2格(含身心障礙停車位1格)，機車:0格,敦化北路244巷12號旁空地,27196633,"小型車：月租 全日4,000元",305386.21875,2772604.75000,2,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0656,松山區,宏國大樓停車場,2,大型車:0格，小型車:269格(含身心障礙停車位6格)，機車:0格，充電格位:8格,敦化北路167號地下2至4層,0225147188,"小型車：計時 80元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計；月租 全日12,000元。",305451.21875,2771942.25000,269,0,0,0,0,6,0,0,0,0,0,0,{},{},民營停車場,S,臨停：07-24時；月租：24小時,0,8
TPE0657,中正區,統一精工水源停車場,2,大型車:0格，小型車:488格(含身心障礙停車位12格，孕婦、育有六歲以下兒童停車位3格)，機車:1644格(含身心障礙停車位37格),思源街16、16-1、16-2、16-3、16-5號地下1至2層,0958613600,"小型車：計時 100元/時，未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計;月租 全日6,000元。機車：機車收費50元/次，隔日另計;機車月租500元/月",303548.78125,2767464.75000,488,1644,0,0,3,12,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0658,中山區,大同長春站,2,大型車:0格，小型車:6格(含身心障礙停車位1格)，機車:0格,長春路246號後方空地,0933-723-613,"計時：60元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：日間：6,000元/月，夜間4,000元/月。",304317.81250,2771909.75000,6,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0659,內湖區,Times 瑞光路,1,大型車:0格，小型車:48格(含身心障礙停車位1格)，機車:0格,瑞光路639號旁空地,0800-88-8924、02-2504-6098,"小型車：計時 200元/時，全程以半小時計;月租 全日10,000元",307117.4375,2774825.75,48,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0660,中山區,168停車聯盟-僑信場,2,大型車:0格，小型車:90格(含身心障礙停車位1格)，機車:0格,新生北路2段68巷9號地下2至6層,27546661,"小型車：計時 150元/時，停車全程以半小時計；月租 全日15,000元。",303150.56250,2772134.75000,90,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,S,24小時,0,0
TPE0661,松山區,台灣聯通博仁醫院停車場,2,大型車:0格，小型車:6格，機車:0格,光復北路68號地下1層,2523-5000,"計時：80元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：全日8,000元/月，日間7,000元/月(08-20)，夜間6,000元/月(20-08)。",306264.31250,2771437.25000,6,0,0,0,0,0,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0662,大安區,安祥公園旁平面停車場,1,大型車:0格，小型車:11格(含身心障礙停車位1格)，機車:0格,信義路3段157巷10弄2號,27590666,小型車：計時 30元/時，停車全程以半小時計。,304782.8125,2769679.75,11,0,0,0,0,1,0,0,0,0,0,0,{},{},本處自營停車場,,星期一至星期六 7時至20時,0,0
TPE0663,中正區,台北花園大酒店停車場,1,大型車:0格，小型車:100格(含身心障礙停車位2格，孕婦、育有六歲以下兒童停車位2格)，機車:0格,中華路2段1號,0978725027,"小型車：計時 50元/時，未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計;月租 全日6,000元",301157.4375,2769939.25,100,0,0,0,2,2,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0664,中山區,安婷停車場京王場,2,大型車:0格，小型車:24格(含身心障礙停車位1格)，機車:0格,長春路158、160、162號地下4層,25420819,"小型車：計時 100元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計；月租 全日8,000元，日間7,000元(08-20)，夜間6,000元(20-08)。",303728.34375,2771936.75000,24,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,S,臨停：7時至22時；月租：24小時,0,0
TPE0665,中正區,臺北市立聯合醫院-婦幼院區停車場,1,大型車:0格，小型車:9格(含身心障礙停車位1格)，機車:0格，充電格位:1格,福州街12號,0800-000-269；2786-7755,小型車：計時 40元/時，停車全程以半小時計，停車前30分鐘內離開免費。,302405.125,2769098.75,9,0,0,0,0,1,0,0,0,0,0,0,{},{},市屬機關學校委外,S,24小時,0,1
TPE0666,中正區,臺北市立聯合醫院-和平院區停車場,1,大型車:0格，小型車:10格(含身心障礙停車位1格)，機車:0格，充電格位:1格,中華路2段33號,,小型車：計時 40元/時，停車全程以半小時計，停車前30分鐘內離開免費。,301197.4688,2769817.25,10,0,0,0,0,1,0,0,0,0,0,0,{},{},市屬機關學校委外,S,24小時,0,1
TPE0667,士林區,太平洋崇光百貨股份有限公司天母店停車場,1,大型車:0格，小型車:368格(含身心障礙停車位8格，孕婦、育有六歲以下兒童停車位7格)，機車:1173格(含身心障礙停車位23格),中山北路6段77號地下2至4層,(02)27765555分機3898,計時：小型車80元/時，機車20元/時，全程以半小時計費。,302868.9062,2777563.25,368,1173,0,0,7,8,0,0,0,0,0,0,{},{},民營停車場,,9時0分 至 23時0分,0,0
TPE0668,士林區,城市車旅士東國小停車場,1,大型車:0格，小型車:10格(含身心障礙停車位1格)，機車:0格,中山北路6段424號空地,(02)22461708,"計時：150元/時，全程以半小時計。月租：8,000元/月。",303171.7188,2778468.75,10,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0671,信義區,台灣聯通三興停車場,1,大型車:0格，小型車:64格(含身心障礙停車位1格)，機車:0格,吳興街156巷6號地下1至2層,2523-5000,"計時：40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",306625.9062,2769114.25,64,0,0,0,0,1,0,0,0,0,0,0,{},{},市屬機關學校委外,D,24小時,0,0
TPE0672,中正區,炬嘉仁愛停車場,2,大型車:0格，小型車:73格(含身心障礙停車位1格)，機車:0格,仁愛路2段6號,2356-8969,"小型車：月租 全日8,000元。",303025.84375,2770078.50000,73,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,S,24小時,0,0
TPE0673,中正區,嘟嘟房仁愛新生2站停車場,2,大型車:0格，小型車:20格(含身心障礙停車位1格)，機車:0格,仁愛路2段100號,2655-0818,小型車：計時 100元/時，停車全程以半小時計。,303683.37500,2770076.25000,20,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,D,24小時,0,0
TPE0674,中山區,台灣聯通新生停車場,2,大型車:0格，小型車:56格(含身心障礙停車位1格)，機車:0格,新生北路2段68巷13號(代表號),2523-5000,"計時：80元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：全天9,000元/月，日間：8,000元/月(08-20)，夜間7,000元/月(20-08)。",303100.71875,2772143.25000,56,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0675,北投區,洲美快速道路高架橋下平面停車場,1,大型車:0格，小型車:19格(含身心障礙停車位2格)，機車:0格,洲美街249-271號間(北投垃圾焚化場對面左側橋孔),0227590666,小型車： 計次 50元/次，隔日另計，本場未出售月票。,300343.1875,2777517.75,19,0,0,0,0,2,0,0,0,0,0,0,{},{},本處自營停車場,D,收費日：1-6，收費時間：09-17,0,0
TPE0676,中正區,台灣聯通重慶停車場,2,大型車:0格，小型車:111格(含身心障礙停車位2格)，機車:0格,重慶南路1段57號地下1層,2523-5000,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日10,000元/月、日間9,000元/月(08-20)、夜間8,000元/月(20-08)。",301824.46875,2770822.50000,111,0,0,0,0,2,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0677,內湖區,嘟嘟房捷運文德站停車場,1,大型車:0格，小型車:306格(含身心障礙停車位6格)，機車:0格,文德路216號,(02)26550818,"計時：30元/時(06-22)，10元/時(22-06)，全程以半小時計費。季租：全日10,500元/季。",308957.8125,2774578.5,306,0,0,0,0,6,0,0,0,0,0,0,{},"{'EntrancecoordInfo': [{'Xcod': '25.07849', 'Ycod': '121.58496', 'Address': ''}]}",民營停車場,,24小時,0,0
TPE0678,南港區,嘟嘟房捷運內湖機廠站停車場,1,大型車:0格，小型車:382格(含身心障礙停車位12格)，機車:97格(含身心障礙停車位2格)，充電格位:8格,經貿一路265號地上3至5層,0226550818,"計時：小型車30元/時(06-20)，10元/時(20-06)，停車全程以半小時計。計次：機車20元/次，隔日另計(凌晨2時為基準)。季租：小型車9,000元/季，機車900元/季。",312432.4375,2772719.75,382,97,0,0,0,12,0,0,0,0,0,0,{},"{'EntrancecoordInfo': [{'Xcod': '25.061445', 'Ycod': '121.617807', 'Address': ''}]}",民營停車場,D,24小時,0,8
TPE0679,中山區,捷運劍南停車場,1,大型車:0格，小型車:282格(含身心障礙停車位6格)，機車:52格(含身心障礙停車位2格),北安路798號1層及地下1、2層,2246-1708,"計時:小型車平日20元/時(06-22)，10元/時(22-06)，平面場收費上限80元;假日30元/時(06-11)，40元/時(11-22)，10元/時(22-06)，無最高上限，全程以半小時計。計次:機車20元/次(隔日隔次另計，以凌晨2時為基準)。月租:小型車全日2,500元/月，機車全日300元/月。",305962.625,2775274.75,282,52,0,0,0,6,0,0,0,0,0,0,{},"{'EntrancecoordInfo': [{'Xcod': '25.03607', 'Ycod': '121.56306', 'Address': ''}]}",,,24小時,0,0
TPE0680,北投區,七星公園地下停車場,1,大型車:0格，小型車:328格(含身心障礙停車位6格，孕婦、育有六歲以下兒童停車位6格)，機車:52格(含身心障礙停車位3格)，充電格位:6格,七星街3號地下室(地下共2層),(02)26550818,"計時：小型車30元/時，大型重型機車30元/時，機車10元/時(最高日上限20元，隔日另計)，全程以半小時計費。月租：小型車全日3,000元/月，日間2,000元/月(07-20)，夜間1,200元/月(周一至周五19-08及周六、日與行政機關放假之紀念日、民俗日全日)；機車300元/月；大型重型機車1,500元/月。停放於充電格位之車輛，每小時加收10元，依設備自動判斷未充電者每小時再加收10元(未充電者合計每小時加收20元)。",300634.6875,2780997.25,328,52,0,0,6,6,0,0,0,0,0,0,"{'Holiday': [{'Period': '00~24', 'Fare': '20'}], 'WorkingDay': [{'Period': '00~24', 'Fare': '20'}]}","{'EntrancecoordInfo': [{'Xcod': '25.13673', 'Ycod': '121.50209', 'Address': ''}]}",本處委外停車場,,24小時,0,6
TPE0681,中山區,格子房-行天宮站,2,大型車:0格，小型車:42格(含身心障礙停車位1格)，機車:0格,松江路371號地下1層,2786-3581,"計時：100元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：8,000元/月。",303837.25000,2773084.50000,42,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,臨停：07-23(23時前出車)，月租：24小時,0,0
TPE0682,文山區,義芳第五停車場,2,大型車:13格，小型車:20格(含身心障礙停車位2格)，機車:0格,興隆路1段與興順街口,2306-2131,"小型車：月租 全日3,000元，大型車6000元",304871.15625,2765949.50000,20,0,0,13,0,2,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0683,大安區,168停車聯盟-華視二場,1,大型車:0格，小型車:15格(含身心障礙停車位1格)，機車:0格,光復南路96巷與光復南路72巷7弄交叉口,2754-6661,"小型車：計時 150元/時，停車全程以半小時計；月租 全日15,000元。",306199.125,2770725.75,15,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,D,24小時,0,0
TPE0684,大安區,嘟嘟房師大3站停車場,1,大型車:0格，小型車:12格(含身心障礙停車位1格)，機車:0格,師大路105巷11號,2655-0818,"小型車：計時 120元/時，全程以半小時計;月租 全日12,000元",303383.9688,2768391.75,12,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,臨停：7時至23時59分前取車；月租：24小時,0,0
TPE0685,士林區,愛馬屋社子場,2,大型車:0格，小型車:62格(含身心障礙停車位1格)，機車:0格,中正路670號,23457627,"月租:全天4,500元/月。",301143.50000,2775453.75000,62,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0686,信義區,及泰企業有限公司-六合停車場,1,大型車:0格，小型車:45格(含身心障礙停車位1格，孕婦、育有六歲以下兒童停車位1格)，機車:66格(含身心障礙停車位1格),松仁路240巷19號地下1、2層,2754-6661#18,"計時：小型車100元/時，全程以半小時計費。月租：小型車10,000元/月，機車300元/月。",307405.875,2768604.75,45,66,0,0,1,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0687,大安區,鴻霖停車場,2,大型車:0格，小型車:30格(含身心障礙停車位1格)，機車:0格,仁愛路4段25號地下之1,27714177,小型車：計時 160元/時，停車全程以半小時計。,304993.96875,2770147.25000,30,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0688,大安區,168停車聯盟-華視文教二場,2,大型車:0格，小型車:14格(含身心障礙停車位1格)，機車:0格,光復南路116巷7號1樓(華視攝影大樓後方空地),2754-6661 #18,"計時：150元/時，全程以半小時計費。月租：15,000元/月。",306077.53125,2770745.50000,14,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0689,內湖區,叭叭房西湖站停車場,2,大型車:0格，小型車:196格(含身心障礙停車位4格)，機車:0格,內湖路1段288巷旁空地,2655-0000,"計時：100元/時，停車未滿1小時以1小時計，停車逾1小時以上者，未滿半小時以半小時計。當日計次：500元/次。月租：12,000元/月。",307304.50000,2774961.25000,196,0,0,0,0,4,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0690,萬華區,萬華國中地下停車場,1,大型車:0格，小型車:508格(含身心障礙停車位11格，孕婦、育有六歲以下兒童停車位11格)，機車:211格(含身心障礙停車位4格)，大型重機:6格，充電格位:4格,西藏路201號地下,23078457,"小型車(含大型重型機車)：計時 20元/時，停車全程以半小時計；月租 全日4,800元，日間2,800元(07時~19時)，夜間2,000元(19時~08時)。機車：20元/次；月租300元/月。",300415.3125,2769103.5,508,211,0,0,11,11,0,0,0,0,0,0,"{'Holiday': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '20'}, {'Period': '22~24', 'Fare': '10'}], 'WorkingDay': [{'Period': '00~08', 'Fare': '10'}, {'Period': '08~22', 'Fare': '20'}, {'Period': '22~24', 'Fare': '10'}]}","{'EntrancecoordInfo': [{'Xcod': '25.029537', 'Ycod': '121.49954', 'Address': '西藏路'}]}",本處自營停車場,,24小時,6,4
TPE0691,中山區,Times林森七條通第2【機車】,1,大型車:0格，小型車:0格，機車:48格(含身心障礙停車位2格),林森北路119巷27號旁,2504-6098,機車：20元/次，隔日另計。,303089.25,2771487.25,0,48,0,0,0,0,0,0,0,0,0,0,{},{},民營停車場,S,24小時,0,0
TPE0692,大同區,臺北市大同區雙蓮國小停車場,2,大型車:0格，小型車:24格(含身心障礙停車位1格)，機車:0格,錦西街51號,25570309,小型車： 計次 、限團體辦理活動日當日60元/次，隔日另計，6000元/季。,302090.03125,2772552.75000,24,0,0,0,0,1,0,0,0,0,0,0,{},{},市屬機關學校自營,,週一至週五:晚上6時至翌日上午7時;假日:週六至週ㄧ上午7時，國定假日全天開放;例外:本校因業務需求暫停開放。,0,0
TPE0694,文山區,臺北市立興福國民中學停車場,2,大型車:0格，小型車:27格(含身心障礙停車位1格)，機車:0格,福興路80號,29322024,2000元/月，6000元/季，10800元/半年，19200元/年。,305531.00000,2766440.25000,27,0,0,0,0,1,0,0,0,0,0,0,{},{},市屬機關學校自營,D,星期一至星期五：18時至翌日07時；星期六至星期一：07時；國定假日從前1日18時至翌日07時,0,0
TPE0695,士林區,台北新天地停車場,2,大型車:0格，小型車:146格(含身心障礙停車位4格)，機車:0格,基河路188巷口30公尺,(02)28811111,"計時：100元/時，全程以半小時計。月租：8,000元/月。",302732.37500,2775922.00000,146,0,0,0,0,4,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0697,中正區,Times杭州南路,2,大型車:0格，小型車:11格(含身心障礙停車位1格)，機車:0格,杭州南路1段101巷與仁愛路2段8巷交叉口,0800-88-8924；2504-6098,"小型車：計時 200元/時，停車全程以半小時計；月租：全日10,000元。",303046.65625,2770071.00000,11,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,S,24小時,0,0
TPE0698,信義區,愛馬屋世貿場,2,大型車:0格，小型車:15格(含身心障礙停車位1格)，機車:0格,光復南路567號,0223457749,"小型車：計時 120元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計；月租 全日10,000元。",306276.78125,2769300.75000,15,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,S,24小時,0,0
TPE0699,大同區,臺北市立重慶國民中學停車場,2,大型車:0格，小型車:23格(含身心障礙停車位1格)，機車:0格,敦煌路19號,2594-8631,"季票：4,500元(三個月為1季)。計次：租用同一時段每次40元(限團體辦理活動臨時租用本校場地停車使用)。",302225.28125,2774315.50000,23,0,0,0,0,1,0,0,0,0,0,0,{},{},市屬機關學校自營,,1.夜間：週一至週五晚上6時至翌日上午7時。2.假日：週六至週一上午7時(國定假日至翌日上午7時) 。,0,0
TPE0701,大同區,京站停車場,1,大型車:0格，小型車:536格(含身心障礙停車位15格，孕婦、育有六歲以下兒童停車位13格)，機車:1021格(含身心障礙停車位20格),承德路1段1號地下4-5層暨華陰街32號地下2-3層,2182-8888,"計時：小型車週一至週五100元/時(09-21)、60元/時(21-09)，其餘時段(含國定例假日)100元/時；機車20元/時，每日上限100元(隔日另計)，全程以半小時計。月租：小型車全日8,000元，日間6,000元，夜間4,000元，機車全日1,200元。",302260.625,2771324.5,536,1021,0,0,13,15,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0702,大安區,臺北市立金華國民中學,2,大型車:0格，小型車:49格(含身心障礙停車位2格)，機車:0格,新生南路2段32號,33931799,"小型車：月租 2,000元，每次申請以3個月為單位。本校現職、退休人員給予6折優惠，擔任(曾)家長會長及本校志(義)工服務時數達80小時(請家長會確認)予6折優惠。臨時票：每日每次70元。租用校園場地團體：限本校有空餘停車格時提供事先申請，長期租用(3個月以上)之團體予6折優惠，經核准收費後不予退費，並需於當日晚上10點前離開。",303795.93750,2769362.25000,49,0,0,0,0,2,0,0,0,0,0,0,{},{},市屬機關學校自營,,夜間：星期一至星期五晚上6時至翌日上午7時前離開。假日(含國定假日)：假日前一天晚上6時起至假日結束後上班日7時前離開。,0,0
TPE0703,松山區,育達高中地下停車場,2,大型車:0格，小型車:90格(含身心障礙停車位1格)，機車:369格(含身心障礙停車位7格),寧安街12號地下1至2層,2518-5299,"計時：汽車100元/時，全程以半小時計。計次：機車100元/次。月租：汽車12,000元/月，機車3,000元/月。",305914.96875,2771392.00000,90,369,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0704,內湖區,天成車業服務股份有限公司瑞二停車場,2,大型車:0格，小型車:48格(含身心障礙停車位1格)，機車:0格,舊宗路2段171巷與瑞湖街交叉口空地,0932-237171,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。月租：全日8,000元/月。",308129.96875,2773772.25000,48,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,S,24小時,0,0
TPE0705,大安區,兆竑智聯AIOT智能停車場,2,大型車:0格，小型車:40格(含身心障礙停車位1格)，機車:0格,敦化南路2段200巷26號,7711-1064,"月租：6,500元/月。",305215.50000,2768402.50000,40,0,0,0,0,1,0,0,0,0,0,0,{},{},民營停車場,,24小時,0,0
TPE0706,松山區,Times 松山運動中心,1,大型車:0格，小型車:57格(含身心障礙停車位2格，孕婦、育有六歲以下兒童停車位1格)，機車:0格，充電格位:2格,敦化北路1號(松山運動中心地下1層),0809008924,"計時：40元/時，停車全程以半小時計。月租：全日10,000元/月。",305520.375,2771300.25,57,0,0,0,1,2,0,0,0,0,0,0,{},{},市屬機關學校委外,D,24小時,0,2
TPE0707,信義區,臺北市松山家商附設夜間及假日停車場,1,大型車:0格，小型車:29格(含身心障礙停車位1格)，機車:0格，充電格位:1格,松山路655號,0227261118#415,"小型車：月租 全日2,000元，按季收費。",308545.5,2769903,29,0,0,0,0,1,0,0,0,0,0,0,{},{},市屬機關學校自營,D,夜間:周一至周日19時至翌日7時；假日:周六、周日及國定假日7時至19時,0,1
TPE0708,信義區,BELLAVITA寶麗廣塲停車場,1,大型車:0格，小型車:168格(含身心障礙停車位4格，孕婦、育有六歲以下兒童停車位3格)，機車:243格(含身心障礙停車位4格),松仁路28號地下1、2、4、5層,0287292771,小型車：計時 120元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。機車：60元/時。,307307.7188,2770298.5,168,243,0,0,3,4,0,0,0,0,0,0,{},"{'EntrancecoordInfo': [{'Xcod': '0', 'Ycod': '0', 'Address': ''}]}",民營停車場,D,10時30分至翌日3時,0,0
TPE0709,士林區,臺北市立大學天母校區教學、行政科資大樓地下停車場,1,大型車:0格，小型車:472格(含身心障礙停車位11格)，機車:0格,忠誠路2段101號地下2至3層,0228726018,"小型車：計時 週一~週五30元/時，週六、週日、行政機關放假之紀念日與民俗日50元/時，停車全程以半小時計；月租 全日4,800元。",304098.2188,2778743.25,472,0,0,0,0,11,0,0,0,0,0,0,{},{},市屬機關學校委外,D,24小時,0,0
TPE0710,內湖區,西康地下停車場,1,大型車:0格，小型車:86格(含身心障礙停車位2格，孕婦、育有六歲以下兒童停車位2格)，機車:0格，充電格位:2格,內湖路1段203巷25號地下室（地下1層）,2658-8208,"計時：20元/時，停放於充電格位之車輛每小時加收10元；依設備自動判斷未充電者每小時再加收10元(未充電者合計每小時加收20元)，全程以半小時計。月租:4,800元/月。",306866.5,2775280.75,86,0,0,0,2,2,0,0,0,0,0,0,"{'Holiday': [{'Period': '00~24', 'Fare': '20'}], 'WorkingDay': [{'Period': '00~24', 'Fare': '20'}]}","{'EntrancecoordInfo': [{'Xcod': '25.0848345', 'Ycod': '121.563665', 'Address': '文湖街60巷'}]}",本處委外停車場,,24小時,0,2
TPE0712,松山區,臺北田徑場平面、地下停車場,1,大型車:0格，小型車:269格(含身心障礙停車位6格，孕婦、育有六歲以下兒童停車位5格)，機車:637格(含身心障礙停車位24格)，充電格位:1格,敦化北路3號地上1層C門外及地下1層,0225798520,"計時:汽車40元/時(08-20)，當日最高上限230元，30元/時(20-08)，全程以半小時計費。月租:汽車全日4,500元/月，日間3,500元/月(07-19)，夜間3,000元/月(18-08)，大型重機2,000元/月，機車600元/月。計次:大型重機比照小型車，機車10元/次(隔日另計)。",305577.3125,2771303,269,637,0,0,5,6,0,0,0,0,0,0,{},"{'EntrancecoordInfo': [{'Xcod': '25.048271', 'Ycod': '121.550621', 'Address': '八德路'}, {'Xcod': '25.051498', 'Ycod': '121.550974', 'Address': '南京東路四段'}]}",民營停車場,,24小時,0,1
TPE0713,大安區,臺北市大安區仁愛國民小學停車場,2,大型車:0格，小型車:21格(含身心障礙停車位1格)，機車:0格,安和路1段60號,27095010,"小型車：季租6,000元/季，本校現職人員、退休人員給予8折優惠。",305730.12500,2769847.25000,21,0,0,0,0,1,0,0,0,0,0,0,{},{},市屬機關學校自營,S,夜間：週一至週五晚上7時至翌日上午7時。假日：週六至週一上午7時；國定假日自前1日晚上7時至假期結束翌日上午7時。,0,0
